timestamp,map_name,step,x,y,continuous_x,continuous_y,position_known,heading_known,pose_known,heading_index,heading_deg,action,reason,rl_shadow_enabled,rl_shadow_action,rl_shadow_agrees,rl_shadow_status,frame_sequence,requested_seconds,held_seconds,change_score,flow_dx_px,flow_dy_px,median_flow_px,flow_dispersion_px,flow_confidence,flow_inlier_ratio,tracked_points,flow_detected_points,flow_valid_tracks,flow_moving_points,flow_moving_ratio,flow_spatial_coverage,flow_occupied_regions,flow_translation_coherence,flow_expansion_coherence,flow_camera_model,motion_debug_path,motion_outcome,distance_cells,expected_flow_px,observed_motion_px,flow_residual_px,maximum_flow_residual_px,flow_validation_reason,odometry_integrated,collision,pang_visible,pang_score,teleport_suspected,fast_heading,fast_heading_confidence,fast_heading_uncertainty,fast_heading_stale,strict_heading,strict_heading_confidence,strict_heading_uncertainty,recovery_reason,recovery_requires_spawn_reset,stop_reason
2026-07-26T22:22:57.342+00:00,Tower AoE,11,0,11,-0.2228,11.0584,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,1962,0.12,0.12036,0.02605,-1.026,12.316,14.102,6.3,0.909,0.583,163,281,241,163,0.676,0.917,11,0.847,0.645,translation,,moved,1.003,13.948,14.102,0.154,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3784,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:22:57.958+00:00,Tower AoE,12,0,12,-0.2429,12.0593,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2002,0.12,0.12013,0.02675,1.323,13.617,16.614,10.337,0.918,0.5,186,289,264,186,0.705,0.917,11,0.866,0.692,translation,,moved,1.0011,13.957,16.614,2.657,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3784,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:22:58.586+00:00,Tower AoE,13,0,13,-0.2631,13.0598,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2044,0.12,0.12009,0.02573,2.344,12.221,14.337,6.371,0.925,0.462,199,299,270,199,0.737,0.75,9,0.865,0.607,translation,,moved,1.0007,14.117,14.337,0.22,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3822,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:22:59.209+00:00,Tower AoE,14,0,14,-0.2833,14.0636,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2086,0.12,0.12048,0.02608,0.06,14.732,17.687,4.815,0.928,0.356,191,280,253,191,0.755,0.75,9,0.857,0.636,translation,,moved,1.004,14.13,17.687,3.557,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3784,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:22:59.836+00:00,Tower AoE,15,0,15,-0.3035,15.0674,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2126,0.12,0.12047,0.02681,0.31,15.826,18.441,6.411,0.933,0.438,192,293,250,192,0.768,0.75,9,0.877,0.665,translation,,moved,1.004,14.343,18.441,4.098,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3789,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:00.485+00:00,Tower AoE,16,0,16,-0.324,16.0819,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2168,0.12,0.12177,0.02793,1.549,15.655,18.064,6.185,0.916,0.451,175,303,246,175,0.711,0.917,11,0.841,0.711,translation,,moved,1.0147,14.589,18.064,3.474,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3781,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:01.122+00:00,Tower AoE,17,0,17,-0.3441,17.0825,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2209,0.12,0.1201,0.02768,-0.888,14.441,17.774,8.855,0.912,0.529,172,284,244,172,0.705,0.833,10,0.821,0.633,translation,,moved,1.0008,14.798,17.774,2.977,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3779,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:01.747+00:00,Tower AoE,18,0,18,-0.3645,18.0918,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2256,0.12,0.12115,0.02733,-2.021,16.031,17.23,8.242,0.919,0.497,183,306,260,183,0.704,1.0,12,0.879,0.637,translation,,moved,1.0096,14.976,17.23,2.253,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.378,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:02.376+00:00,Tower AoE,19,0,19,-0.3847,19.0954,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2300,0.12,0.12045,0.0284,-0.004,20.728,22.996,9.322,0.916,0.559,177,308,257,177,0.689,1.0,12,0.88,0.739,translation,,moved,1.0038,15.111,22.996,7.885,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.378,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:03.005+00:00,Tower AoE,20,0,20,-0.4049,20.0959,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2344,0.12,0.12009,0.02702,2.775,13.364,16.656,10.978,0.912,0.546,174,301,250,174,0.696,0.917,11,0.836,0.737,translation,,moved,1.0007,15.585,16.656,1.071,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3787,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:03.657+00:00,Tower AoE,21,0,21,-0.4252,21.1065,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2387,0.12,0.12129,0.02487,4.977,10.6,13.224,6.914,0.898,0.516,122,273,182,122,0.67,0.833,10,0.776,0.684,translation,,moved,1.0108,15.649,13.224,2.425,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3789,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:04.281+00:00,Tower AoE,22,0,22,-0.4454,22.1077,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2429,0.12,0.12017,0.02476,7.126,13.003,16.581,4.723,0.907,0.377,138,276,203,138,0.68,0.833,10,0.829,0.742,translation,,moved,1.0014,15.387,16.581,1.194,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3857,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:04.911+00:00,Tower AoE,23,0,23,-0.4659,23.1256,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2471,0.12,0.12216,0.02278,6.228,11.326,15.491,4.134,0.905,0.419,124,243,181,124,0.685,0.75,9,0.806,0.739,mixed,,moved,1.018,15.459,15.491,0.032,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3859,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:05.555+00:00,Tower AoE,24,0,24,-0.4861,24.129,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2511,0.12,0.12044,0.02205,6.29,11.714,15.443,3.179,0.903,0.6,115,231,172,115,0.669,0.667,8,0.818,0.739,mixed,,moved,1.0037,15.461,15.443,0.017,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3776,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:06.183+00:00,Tower AoE,25,-1,25,-0.5063,25.1332,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2551,0.12,0.12053,0.02191,6.818,13.506,16.363,7.919,0.901,0.415,106,196,168,106,0.631,0.75,9,0.864,0.784,translation,,moved,1.0045,15.459,16.363,0.904,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.378,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:06.824+00:00,Tower AoE,26,-1,26,-0.5266,26.1369,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2592,0.12,0.12046,0.02178,7.351,13.644,16.096,9.383,0.893,0.409,93,177,151,93,0.616,0.75,9,0.829,0.822,mixed,,moved,1.0039,15.513,16.096,0.583,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3786,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:07.446+00:00,Tower AoE,27,-1,27,-0.5467,27.1386,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2631,0.12,0.12023,0.02185,9.395,16.049,19.652,11.672,0.9,0.436,78,187,131,78,0.595,0.583,7,0.918,0.79,translation,,moved,1.0019,15.548,19.652,4.104,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3789,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:08.082+00:00,Tower AoE,28,-1,28,-0.567,28.143,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2669,0.12,0.12055,0.02206,10.43,17.788,21.083,17.092,0.895,0.462,104,203,166,104,0.627,0.75,9,0.809,0.823,mixed,,moved,1.0046,15.794,21.083,5.289,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3778,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:08.713+00:00,Tower AoE,29,-1,29,-0.5872,29.1479,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2714,0.12,0.1206,0.02106,-0.064,10.233,12.028,7.799,0.895,0.65,117,211,195,117,0.6,0.667,8,0.87,0.693,translation,,moved,1.005,16.111,12.028,4.083,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.378,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:09.331+00:00,Tower AoE,30,-1,30,-0.6074,30.1498,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2760,0.12,0.12026,0.02062,-0.224,8.622,11.439,5.789,0.895,0.642,120,203,192,120,0.625,0.75,9,0.824,0.653,translation,,moved,1.0022,15.67,11.439,4.232,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3783,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:09.984+00:00,Tower AoE,31,-1,31,-0.6276,31.1536,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2808,0.12,0.12047,0.02148,-4.196,10.791,12.953,5.16,0.898,0.588,131,216,207,131,0.633,0.667,8,0.838,0.672,translation,,moved,1.0039,15.213,12.953,2.261,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3778,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:10.618+00:00,Tower AoE,32,-1,32,-0.6478,32.1552,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2847,0.12,0.12022,0.02248,-7.516,10.716,14.921,3.606,0.875,0.619,84,204,157,84,0.535,0.5,6,0.823,0.694,translation,,moved,1.0018,14.969,14.921,0.048,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3786,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:11.255+00:00,Tower AoE,33,-1,33,-0.668,33.1592,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2889,0.12,0.12051,0.02077,-8.508,9.794,13.672,3.199,0.884,0.655,84,172,155,84,0.542,0.667,8,0.885,0.691,translation,,moved,1.0042,14.964,13.672,1.292,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.4282,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:11.885+00:00,Tower AoE,34,-1,34,-0.6884,34.1686,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2932,0.12,0.12115,0.02014,-8.89,10.958,14.654,4.272,0.888,0.566,83,170,156,83,0.532,0.5,6,0.929,0.758,translation,,moved,1.0096,14.825,14.654,0.171,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.38,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:12.516+00:00,Tower AoE,35,-1,35,-0.7085,35.1695,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,2972,0.12,0.12013,0.02184,-11.567,13.971,20.146,2.853,0.879,0.616,73,164,140,73,0.521,0.667,8,0.879,0.835,mixed,,moved,1.0011,14.806,20.146,5.34,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3804,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:13.156+00:00,Tower AoE,36,-1,36,-0.7287,36.1706,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3015,0.12,0.12015,0.0233,-10.196,12.813,19.164,3.131,0.881,0.68,75,175,144,75,0.521,0.5,6,0.893,0.832,mixed,,moved,1.0013,15.126,19.164,4.038,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3799,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:13.791+00:00,Tower AoE,37,-1,37,-0.7489,37.1719,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3061,0.12,0.12018,0.02447,-8.747,13.681,16.342,9.826,0.89,0.388,85,199,152,85,0.559,0.583,7,0.897,0.643,translation,,moved,1.0015,15.369,16.342,0.973,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3814,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:14.638+00:00,Tower AoE,38,-1,37,-0.7489,37.1719,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3127,0.12,0.12057,0.02639,0.556,2.308,3.871,3.402,0.767,0.75,24,195,132,24,0.182,0.333,4,0.596,0.15,translation,motion_debug\step_0038_forward_recheck_1_motion.json,blocked,0.0,14.787,3.871,10.916,,"forward flow collapsed and rotated away from the established run direction; partial wall slide/contact likely (flow ratio 0.26, direction deviation 49.9°)",False,True,False,0.3942,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:15.276+00:00,Tower AoE,39,-1,38,-0.769,38.1734,True,True,True,1,358.846,FORWARD,unknown neighbor,True,TURN_LEFT,False,ok,3159,0.12,0.1202,0.03552,-2.695,9.785,10.064,3.287,0.894,0.528,89,207,161,89,0.553,0.583,7,0.942,0.366,translation,,moved,1.0017,15.427,10.064,5.363,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.4059,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:15.922+00:00,Tower AoE,40,-1,39,-0.7892,39.1739,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3198,0.12,0.1201,0.03101,-3.455,10.476,11.396,4.892,0.891,0.484,95,241,171,95,0.556,0.667,8,0.914,0.468,translation,,moved,1.0008,14.848,11.396,3.452,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3864,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:16.564+00:00,Tower AoE,41,-1,40,-0.8096,40.1885,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3242,0.12,0.12177,0.02628,-2.211,11.094,13.594,5.344,0.895,0.761,92,224,161,92,0.571,0.917,11,0.916,0.395,translation,,moved,1.0147,14.475,13.594,0.881,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3843,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:17.203+00:00,Tower AoE,42,-1,41,-0.8298,41.1893,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3285,0.12,0.12013,0.02464,-5.673,9.504,11.346,3.401,0.9,0.59,117,254,189,117,0.619,0.75,9,0.877,0.629,translation,,moved,1.0011,14.38,11.346,3.034,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3862,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:17.826+00:00,Tower AoE,43,-1,42,-0.85,42.1901,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3327,0.12,0.12012,0.02303,-3.941,8.743,10.589,4.927,0.876,0.467,120,239,199,120,0.603,0.75,9,0.704,0.716,mixed,,moved,1.001,14.052,10.589,3.463,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.388,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:18.447+00:00,Tower AoE,44,-1,43,-0.8701,43.191,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3370,0.12,0.12013,0.02218,-4.217,9.789,11.665,2.214,0.875,0.421,107,239,173,107,0.618,0.75,9,0.685,0.685,mixed,,moved,1.0011,13.678,11.665,2.014,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.387,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:19.082+00:00,Tower AoE,45,-1,44,-0.8903,44.1913,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3412,0.12,0.12006,0.0217,-3.876,12.495,14.856,7.849,0.911,0.52,127,223,183,127,0.694,0.75,9,0.832,0.732,translation,,moved,1.0005,13.461,14.856,1.395,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3869,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:19.727+00:00,Tower AoE,46,-1,45,-0.9107,45.2052,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3454,0.12,0.1217,0.02089,-4.673,11.203,15.08,7.598,0.906,0.467,135,227,199,135,0.678,0.833,10,0.824,0.657,translation,,moved,1.0141,13.544,15.08,1.536,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3869,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:20.364+00:00,Tower AoE,47,-1,46,-0.931,46.2135,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3496,0.12,0.12102,0.02131,-7.158,12.226,15.995,8.028,0.903,0.446,112,203,168,112,0.667,0.833,10,0.818,0.715,translation,,moved,1.0085,13.637,15.995,2.359,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3871,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:20.999+00:00,Tower AoE,48,-1,47,-0.9512,47.2171,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3537,0.12,0.12046,0.02123,-3.38,12.164,14.978,9.741,0.882,0.424,92,212,147,92,0.626,0.833,10,0.72,0.726,mixed,,moved,1.0038,13.778,14.978,1.2,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.3869,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:21.631+00:00,Tower AoE,49,-1,48,-0.9714,48.22,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3578,0.12,0.12038,0.02025,-3.939,10.572,16.286,6.041,0.877,0.453,75,188,130,75,0.577,0.5,6,0.77,0.621,translation,,moved,1.0031,13.85,16.286,2.436,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.392,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:22.271+00:00,Tower AoE,50,-1,49,-0.9918,49.2314,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3618,0.12,0.12139,0.01876,-4.074,10.36,13.473,6.672,0.889,0.517,87,167,142,87,0.613,0.667,8,0.803,0.598,translation,,moved,1.0116,13.996,13.473,0.523,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3902,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:22.933+00:00,Tower AoE,51,-1,50,-1.012,50.2338,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3659,0.12,0.12032,0.01884,-4.121,10.834,14.894,7.71,0.895,0.473,110,193,174,110,0.632,0.75,9,0.817,0.648,translation,,moved,1.0026,13.94,14.894,0.954,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3867,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:23.558+00:00,Tower AoE,52,-1,51,-1.0323,51.2384,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3699,0.12,0.12057,0.01883,-4.274,13.514,15.592,8.625,0.894,0.445,110,202,174,110,0.632,0.833,10,0.808,0.521,translation,,moved,1.0048,13.997,15.592,1.595,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3876,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:24.192+00:00,Tower AoE,53,-1,52,-1.0524,52.2387,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3740,0.12,0.12007,0.0183,-4.412,12.417,12.52,6.78,0.91,0.512,121,202,182,121,0.665,0.833,10,0.874,0.377,translation,,moved,1.0006,14.093,12.52,1.573,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3869,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:24.834+00:00,Tower AoE,54,-1,53,-1.0726,53.2409,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3781,0.12,0.12029,0.01738,-4.663,9.313,10.18,9.423,0.892,0.371,97,189,161,97,0.602,0.667,8,0.841,0.514,translation,,moved,1.0024,13.923,10.18,3.743,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3869,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
