path	tracked	current_sha256	size	current_importers	current_callers	test_consumers	serialized_checkpoint_reference	historical_reference	migration_reference	runtime_resource_reference	rollback_role	deletion_gate	disposition	evidence	notes
flyff_farming_recorder/position/attachment_factory.py	yes	31da2bf6084f429bb484ca98dab19261d6f87998074f4d7bca93cef0ca85056c	545	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner (part of the 23-file glob/manifest exact match)	no	CANONICAL_OWNERS.toml [[shim]]; PHASE5_B2_SHIM_MANIFEST.tsv	no	no	B2 facade for position.attachment_factory	PHASE_12	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism as __init__.py above	Pure re-export (behavioral_statements == [] required and currently holds)
flyff_farming_recorder/position/factory.py	yes	5758f2cbd1058806621f37639af2b1e10d0fefcb28612f290269ecb86b82eb91	412	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	CANONICAL_OWNERS.toml [[shim]]; PHASE5_B2_SHIM_MANIFEST.tsv	no	no	B2 facade for position.factory	PHASE_12	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Pure re-export
flyff_farming_recorder/position/monster_factory.py	yes	c4141ef8cd7da33a047aa4839f801055bb2593e66654b4e1d84cc82eb94e0948	469	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	CANONICAL_OWNERS.toml [[shim]]; PHASE5_B2_SHIM_MANIFEST.tsv	no	no	B2 facade for position.monster_factory	PHASE_12	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Pure re-export
flyff_farming_recorder/position/NativeFlyffMonsterProvider.py	yes	b669a1c7d2775b402d8c270756fd9bb76d5403693a2dfe9f8227107369eabf63	776	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	CANONICAL_OWNERS.toml [[shim]]; PHASE5_B2_SHIM_MANIFEST.tsv	no	no	B2 facade for position.NativeFlyffMonsterProvider	PHASE_12	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Pure re-export
flyff_farming_recorder/position/NativeFlyffPositionProvider.py	yes	e733f29fcad85339167f045bed6650eede8dd49a1e181bd12e321fcad5867cbe	593	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	CANONICAL_OWNERS.toml [[shim]]; PHASE5_B2_SHIM_MANIFEST.tsv	no	no	B2 facade for position.NativeFlyffPositionProvider	PHASE_12	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Pure re-export
flyff_farming_recorder/position/native_process_service.py	yes	a08d6c1ff72c9e7c7cd714c239478861873b3a4fa86866fa223a1f28525da144	993	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner; check_np reads native_process_service.py under canonical position/ (not this shim) for NP3	no	CANONICAL_OWNERS.toml [[shim]]; PHASE5_B2_SHIM_MANIFEST.tsv	no	no	B2 facade for position.native_process_service	PHASE_12	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Pure re-export
flyff_farming_recorder/position/AggregateMonsterRootScan.py	yes	3a620945853e25d8ae4012feb33aea1c5c7f1e7199f2497e57de831f300f97a2	884	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner (part of the 23-file glob, not individually in CANONICAL_OWNERS.toml)	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.AggregateMonsterRootScan	PHASE_12 (via B2 manifest; not separately registered in CANONICAL_OWNERS.toml [[shim]])	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism as the 7 CANONICAL_OWNERS.toml-registered siblings -- not individually registered there but equally protected by check_b2's glob(*.py)==23 requirement	Sibling of the 7 registered shims; not itself in CANONICAL_OWNERS.toml's [[shim]] table (registry gap noted in the report), but the B2 manifest+glob check treats the whole directory as one unit
flyff_farming_recorder/position/AnchoredPointerDiscovery.py	yes	cf5ab6ea0e3638653a1038a482d2f7e7ee3538c1c8e341af22e99f5e1044c8ca	1197	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.AnchoredPointerDiscovery	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/AuthoritativeActorDiscovery.py	yes	243160946459af80b8da507b851769c2972a2675ca59007cb1cebde2bb270af0	989	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.AuthoritativeActorDiscovery -- name directly echoes a G5 contract requirement (player/monster-anchor discrimination), but this file itself is a pure re-export; the real G5-relevant implementation is the canonical position/AuthoritativeActorDiscovery.py, never a Phase-12 candidate	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism; behavioral_statements==[] confirms zero logic lives here	G5-adjacent by name only; canonical implementation is untouched, out of Phase-12 deletion scope entirely
flyff_farming_recorder/position/AutonomousPointerSelection.py	yes	13d3e6545fa95561249f5c2a5902eee2e5a80de89a5a5eebb05fb43191ccf2a7	591	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.AutonomousPointerSelection	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/IndependentMonsterRediscovery.py	yes	e66c2776edee5a73076d4eb2c5164bdd743fbbf5f28e3fe0bf025d55e9c4e4da	512	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.IndependentMonsterRediscovery	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/IndependentNativeReader.py	yes	3804e772a8f6364c81cba2b00c9f3210b84ffd69927bed8253e3830ffd61c9ed	972	docs/migration/tools/phase5_contracts.py check_b2 probe: importlib.import_module("flyff_farming_recorder.position.IndependentNativeReader") + identity check against canonical position.IndependentNativeReader	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner (this exact module is the identity-check subject)	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.IndependentNativeReader; the check's compat_origin/identity assertions are specifically about this file	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	check_b2's subprocess probe directly imports this exact module and asserts identity with the canonical implementation; deleting it fails the import before any assertion runs	Most directly load-bearing of the 16 unregistered siblings
flyff_farming_recorder/position/MonsterConfig.py	yes	39e56b3691561a58190c73fae308f4f0fac03ccbc33228e861859a427e360a4d	371	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.MonsterConfig	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/NativeAccessTracer.py	yes	dc37f16c22bc838ed4747efd401649e4c4ea664c9f2855769ecf7b293fc868bc	1865	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.NativeAccessTracer	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/NativePointerRecovery.py	yes	95b71115b7f835a8835c12ddc58b2bab8cc0630071d16e40acb3cd90d3350211	2400	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.NativePointerRecovery -- name directly echoes the G5 contract's "correct player recovery"; pure re-export, real implementation is canonical position/NativePointerRecovery.py	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism; behavioral_statements==[] confirms zero logic	G5-adjacent by name only; canonical implementation untouched, out of Phase-12 deletion scope
flyff_farming_recorder/position/NativeTraceTargets.py	yes	38915e99a52a25a9616eae4e8d0e996ea4c34c521d84a830365c48835f8ed806	744	docs/migration/tools/phase5_contracts.py check_np reads canonical position/NativeTraceTargets.py (not this shim) for NP3	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.NativeTraceTargets	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/PointerScanWorkflow.py	yes	5378558d2e811f2702819ac1ffca83250bad31ae8ab64d2cceea06d746158d8d	760	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.PointerScanWorkflow	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/PositionConfig.py	yes	a8d6ebca7ed2aaf105cf6be0db7b7db0c0e4f85eb978a4998549155b84c17854	458	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.PositionConfig	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/PositionProvider.py	yes	056b7f042cc3b93fa2c904316aa77c1c10afbdb49f4eaf944fd4285e86c9d1b2	234	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.PositionProvider	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/RecoveredNativeProfile.py	yes	2c92c41a0b7608ce9df295dbe9eeb969c16f7543b42428dbaf2bfa411f063c81	982	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.RecoveredNativeProfile -- name is exactly the G5 contract's item 3 (save -> restore -> fast-start); pure re-export, real implementation is canonical position/RecoveredNativeProfile.py	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism; behavioral_statements==[] confirms zero logic lives in the shim itself	G5-adjacent by name only; canonical implementation untouched, out of Phase-12 deletion scope. Flagged in PHASE12_RETAINED_DEBT.tsv under RUNTIME/G5 categories for visibility even though this specific file's gate is the B2 test contract, not G5 directly
flyff_farming_recorder/position/Win32ProcessMemory.py	yes	7aefdf922e67558f397088f97b8ed51837dfc480ae7ca94f41d9a0778a7ffcfc	791	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.Win32ProcessMemory	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/native_diagnostics.py	yes	39013bc032b76f16b6e0a706d0d418c94702914b5fa491c4ba4dd38effded12b	844	none live	none live	docs/migration/tests/test_phase5_contracts.py::test_b2_resolves_shared_position_to_one_physical_owner	no	PHASE5_B2_SHIM_MANIFEST.tsv row (frozen)	no	no	B2 facade for position.native_diagnostics	PHASE_12 (via B2 manifest)	RETAIN_TEST_CONTRACT	Same 23-file exact-match mechanism	Sibling, same registry-gap note
flyff_farming_recorder/position/native_monsters.json	yes	2b0e58d642702da7c917ebad202a9e7281a27b4ba05de37c1178a3a58da40e4e	702	docs/migration/tools/phase5_contracts.py check_g9 loads this file directly by path for the presence-field-ownership comparison	none live	docs/migration/tests/test_phase5_contracts.py::test_g9_policy_resolved_configuration_matches_frozen_baseline	no	docs/migration/EFFECTIVE_CONFIG_BASELINE.json (frozen, compared against)	yes -- recorder-side native monster config, distinct sha from canonical root position/native_monsters.json (b3ba5275...)	no	Recorder-side native monster config used by the frozen G9 presence-field-ownership contract	not a code shim; a resource file, no removal_gate registered in CANONICAL_OWNERS.toml	RETAIN_RESOURCE_CONTRACT	check_g9 reads this file directly and compares its content against docs/migration/EFFECTIVE_CONFIG_BASELINE.json's frozen expected values; deleting it raises FileNotFoundError	Config resource, not a compatibility-shim source file; excluded from Section 8's "no scientific artifact deletion" as well
flyff_farming_recorder/position/native_position.json	yes	6f073278103a2ec04276767b59642a80c3f4328b2a353d2095f42cd8c2a73242	381	none live in phase5_contracts.py directly (only the canonical root position/native_position.json is loaded by check_g9)	none live	none directly found	no	none directly found	possible recorder-side native position config, same sha as canonical root position/native_position.json per PHASE11_RUNTIME_RESOURCE_MANIFEST.tsv	no	Recorder-side native position config	not registered; no test/tool reference found this audit pass	RETAIN_RESOURCE_CONTRACT	No positive proof of safety found (no importer/test found either); per Section 3 "deletion requires positive evidence," absence of a found consumer is not proof of safety -- retained pending a dedicated future audit, not deleted on the strength of an incomplete negative search	Conservative retain: could not positively confirm zero consumers within this phase's audit scope
flyff_farming_recorder/requirements.txt	yes	567d5315c918cd17e9b2d43e65f41f6dcdeb8e9da71ab7d881ce08c3743f9d9a	56	none live	none live	none found	no	docs/migration/PHASE7_MOVE_MANIFEST.tsv row (frozen): disposition=DEFER, resolution_phase=PHASE_11, reason="deferred-collision ... standalone live build ownership is Phase 11"	yes -- explicit Phase-7 deferred item	no	Old recorder-only build/packaging input (msgpack, pywin32), distinct from root requirements.txt	stale PHASE_11 label; Phase 11 explicitly declined to build any standalone/live bot, so this deferred-collision question was never resolved	DEFER_PHASE13_CLEANUP	Phase-7's own frozen manifest assigned resolution to "Phase 11," but Phase 11's authorization explicitly forbade building any standalone/live bot or deciding build ownership -- the deferred question is still genuinely open, not silently expired	Resolving this requires a deliberate "which requirements file wins" decision, not evidence-driven deletion; deferred forward rather than decided unilaterally
foreground_vision_bot/foreground_vision_farm.json	yes	f52c10afea50777d385f6c6e7ee51e9dfacada0243992ea14958d735dd9419d9	298	none live	none live	none found	no	docs/migration/PHASE7_MOVE_MANIFEST.tsv row (frozen): disposition=DEFER, resolution_phase=PHASE_11, reason="deferred-collision ... no accepted overwrite disposition"; refactor_logs/FILE_MANIFEST.csv + audits/static_manifest_candidates.csv note content differs from the pre-deleted root copy	no	yes -- explicit Phase-7 deferred item; content differs from the current root-level foreground_vision_farm.json (confirmed via diff: different saved GUI toggle state)	no (old bot-tree GUI settings save file, content differs from the root-level copy itself already flagged orphaned/zero-.py-references in PHASE11_RUNTIME_RESOURCE_MANIFEST.tsv)	stale PHASE_11 label (PHASE7_MOVE_MANIFEST.tsv), never actually resolved by Phase 11	DEFER_PHASE13_CLEANUP	Same stale-Phase-11-label situation as flyff_farming_recorder/requirements.txt; two config files with genuinely different content collide in name at different roots, and no accepted disposition (overwrite/merge/delete-one) has ever been recorded	Not a compatibility-shim source file; a config artifact with an open naming-collision question, deferred rather than decided unilaterally
