rule	concept	path	detail	key	reason	moved_in_commit
R7c	SteeringDirection	tests/test_physics_version_tag_provenance_only.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_physics_version_tag_provenance_only.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_steering_oracle_escape_robust.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_steering_oracle_escape_robust.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	SteeringDirection	tests/test_steering_oracle_v3_terminal_gate.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_steering_oracle_v3_terminal_gate.py|reexport_from=navigation.movement_kernel:SteeringDirection	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	advance_player_tick	simulator/environment.py	reexport_from=navigation.movement_kernel:advance_player_tick	R7c|advance_player_tick|simulator/environment.py|reexport_from=navigation.movement_kernel:advance_player_tick	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	advance_player_tick	simulator/steering_oracle.py	reexport_from=navigation.movement_kernel:advance_player_tick	R7c|advance_player_tick|simulator/steering_oracle.py|reexport_from=navigation.movement_kernel:advance_player_tick	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	advance_player_tick	simulator/synthetic.py	reexport_from=navigation.movement_kernel:advance_player_tick	R7c|advance_player_tick|simulator/synthetic.py|reexport_from=navigation.movement_kernel:advance_player_tick	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	advance_player_tick	tests/test_movement_kernel.py	reexport_from=navigation.movement_kernel:advance_player_tick	R7c|advance_player_tick|tests/test_movement_kernel.py|reexport_from=navigation.movement_kernel:advance_player_tick	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	advance_player_tick	tests/test_physics_version_tag_provenance_only.py	reexport_from=navigation.movement_kernel:advance_player_tick	R7c|advance_player_tick|tests/test_physics_version_tag_provenance_only.py|reexport_from=navigation.movement_kernel:advance_player_tick	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	resolve_signed_turn_radians	navigation/kinodynamic_route_planner.py	reexport_from=.movement_kernel:resolve_signed_turn_radians	R7c|resolve_signed_turn_radians|navigation/kinodynamic_route_planner.py|reexport_from=.movement_kernel:resolve_signed_turn_radians	Phase 9 moved both files into navigation/; same pre-existing sibling-package import, only the shared package root moved	PHASE9
R7c	resolve_signed_turn_radians	tests/test_kinodynamic_route_planner.py	reexport_from=navigation.movement_kernel:resolve_signed_turn_radians	R7c|resolve_signed_turn_radians|tests/test_kinodynamic_route_planner.py|reexport_from=navigation.movement_kernel:resolve_signed_turn_radians	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	resolve_signed_turn_radians	tests/test_kinodynamic_transition_fidelity.py	reexport_from=navigation.movement_kernel:resolve_signed_turn_radians	R7c|resolve_signed_turn_radians|tests/test_kinodynamic_transition_fidelity.py|reexport_from=navigation.movement_kernel:resolve_signed_turn_radians	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	resolve_signed_turn_radians	tests/test_movement_kernel.py	reexport_from=navigation.movement_kernel:resolve_signed_turn_radians	R7c|resolve_signed_turn_radians|tests/test_movement_kernel.py|reexport_from=navigation.movement_kernel:resolve_signed_turn_radians	Phase 9 moved simulator/movement_kernel.py to navigation/movement_kernel.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	select_persistent_waypoint	simulator/router_waypoint_env.py	reexport_from=navigation.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|simulator/router_waypoint_env.py|reexport_from=navigation.kinodynamic_route_planner:select_persistent_waypoint	Phase 9 moved simulator/kinodynamic_route_planner.py to navigation/kinodynamic_route_planner.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	select_persistent_waypoint	tests/helpers/router_qualification_harness.py	reexport_from=navigation.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|tests/helpers/router_qualification_harness.py|reexport_from=navigation.kinodynamic_route_planner:select_persistent_waypoint	New test-owned helper (verbatim copy of the frozen scratchpad_general_router_episode.py harness, see tests/test_parity_router_qualification_harness.py) importing the canonical selector from its new Phase-9 location	PHASE9
R7c	select_persistent_waypoint	tests/test_kinodynamic_route_planner.py	reexport_from=navigation.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|tests/test_kinodynamic_route_planner.py|reexport_from=navigation.kinodynamic_route_planner:select_persistent_waypoint	Phase 9 moved simulator/kinodynamic_route_planner.py to navigation/kinodynamic_route_planner.py; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	sidecar_values_from_history	simulator/basic_training.py	reexport_from=navigation.navigation_evidence:sidecar_values_from_history	R7c|sidecar_values_from_history|simulator/basic_training.py|reexport_from=navigation.navigation_evidence:sidecar_values_from_history	Phase 9 extracted the pure navigation-evidence core; import path mechanically updated, same pre-existing import, no new coupling	PHASE9
R7c	sidecar_values_from_history	simulator/navigation_history.py	reexport_from=navigation.navigation_evidence:sidecar_values_from_history	R7c|sidecar_values_from_history|simulator/navigation_history.py|reexport_from=navigation.navigation_evidence:sidecar_values_from_history	Phase 9 extracted the pure navigation-evidence core; simulator/navigation_history.py (the training wrapper) now imports sidecar_values_from_history from the new canonical location	PHASE9
