path	role	runtime_loaded	statically_reachable	tracked_status	working_sha256	HEAD_blob_sha256	differs_from_HEAD	guard_hashed	line_ending_mode	reason_required
flyff_farming_simulator/scratchpad_general_router_episode.py	module	yes	yes	tracked	dc7ce7ff6940c1f4e98fad5b66fecb7f58c1616b3d0693935db2d7b3f4576f39	dc7ce7ff6940c1f4e98fad5b66fecb7f58c1616b3d0693935db2d7b3f4576f39	no	yes	crlf	python module in 820M execution closure; python source opened at runtime
flyff_farming_simulator/scratchpad_historical_reproduction_guard.py	module	yes	yes	tracked	cd337ad451eedbcb9716568677b25f0f5576622b2663c4b0f2fc42292d8cbf2b	cd337ad451eedbcb9716568677b25f0f5576622b2663c4b0f2fc42292d8cbf2b	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/scratchpad_legacy_qualified_selector.py	module	yes	yes	tracked	cfbb384c098be1ea26e798599c7b6b32882f326648a0f1568e1b4ab5e828f6be	cfbb384c098be1ea26e798599c7b6b32882f326648a0f1568e1b4ab5e828f6be	no	yes	lf	python module in 820M execution closure; python source opened at runtime
flyff_farming_simulator/scratchpad_router_patch_qualification_pool.py	module	yes	yes	tracked	a3af449a4666aadfe0318b32aed3fecf4dc2cfeabc7c4d987921a6b57f59de81	a3af449a4666aadfe0318b32aed3fecf4dc2cfeabc7c4d987921a6b57f59de81	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/scratchpad_router_v2_final_confirmation_820M.py	module	yes	yes	tracked	0b30ddd60ebace8fd98f9439d7449c133f6f8966c723aa144405d9f29d997824	0b30ddd60ebace8fd98f9439d7449c133f6f8966c723aa144405d9f29d997824	no	no	lf	python module in 820M execution closure; python source opened at runtime
flyff_farming_simulator/scratchpad_router_v2_guarded_development_validation.py	module	yes	yes	tracked	c6200fc2e286c919d891f231aa72cce1547df9dceb99dc4ac1658fb8fcf9fd8a	c6200fc2e286c919d891f231aa72cce1547df9dceb99dc4ac1658fb8fcf9fd8a	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/scratchpad_routing_regression_fixtures.py	module	yes	yes	tracked	d723496cba875af8f86973cbe9be71f19aa10fd1404e1782b12107497cab1510	79275e2701dc918861e2b018d45829bb02115841f348c043f9d12c1d6d19b6eb	eol_only	no	crlf	python module in 820M execution closure
flyff_farming_simulator/scratchpad_single_obstacle_transfer_eval_calibrated_arc.py	module	yes	yes	tracked	c965d50768413e26c3cad8110edfb451cc002a7a7d36ea6fa3441c061022b5ce	c965d50768413e26c3cad8110edfb451cc002a7a7d36ea6fa3441c061022b5ce	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/__init__.py	module	yes	yes	tracked	8751a50984bbd91a739a10d1825c7ee41d05d8a4b48d5947d72b246ff3434545	8751a50984bbd91a739a10d1825c7ee41d05d8a4b48d5947d72b246ff3434545	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/environment.py	module	yes	yes	tracked	4d4870508c50e0d8f82961cdd9c493f27c04e207cb015f5634cf1c7a405cd014	4d4870508c50e0d8f82961cdd9c493f27c04e207cb015f5634cf1c7a405cd014	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/geometry_features.py	module	yes	no	tracked	1d8a571342d71c777e508655579e0e4401c6ce83f39c2d870c0cb13b8b01ecee	1d8a571342d71c777e508655579e0e4401c6ce83f39c2d870c0cb13b8b01ecee	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/kinodynamic_route_planner.py	module	yes	yes	tracked	1d8fd845873e12a8d27c6e2c84db1a16a018e890fed4c74390b69695b7d671dc	1d8fd845873e12a8d27c6e2c84db1a16a018e890fed4c74390b69695b7d671dc	no	yes	lf	python module in 820M execution closure; python source opened at runtime
flyff_farming_simulator/simulator/local_clearance.py	module	yes	yes	tracked	edcf4eb677b248c5046fa9677648164f3dace72d77239021f2d2600aa02836ad	edcf4eb677b248c5046fa9677648164f3dace72d77239021f2d2600aa02836ad	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/local_navigation_features.py	module	yes	no	tracked	f7287bc7d16b2ae4202ecc11577522f98f543d22f1d4f8db878c395384cb34c3	f7287bc7d16b2ae4202ecc11577522f98f543d22f1d4f8db878c395384cb34c3	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/map_model.py	module	yes	yes	tracked	cde83380f6c366d4b76b5f6d8fdf0e938b58f703376e4d80cbeaf66234fcb188	cde83380f6c366d4b76b5f6d8fdf0e938b58f703376e4d80cbeaf66234fcb188	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/movement_kernel.py	module	yes	yes	tracked	0b1774ba5ed29262f8d72bdb3549b0fc8b4b684ba915e457d6cc5d42fdbcfb47	0b1774ba5ed29262f8d72bdb3549b0fc8b4b684ba915e457d6cc5d42fdbcfb47	no	yes	lf	python module in 820M execution closure; python source opened at runtime
flyff_farming_simulator/simulator/movement_kinematics.py	module	yes	yes	tracked	ab27fe295ee2731cbea2c9dbfc1644a56f07bceae9f6a36598e7f31463aa042d	ab27fe295ee2731cbea2c9dbfc1644a56f07bceae9f6a36598e7f31463aa042d	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/navigation_history.py	module	yes	yes	tracked	d654a26c0f3aa23ff1168b927b572f7f30882a7612424e16929dda4eab8c59c0	d654a26c0f3aa23ff1168b927b572f7f30882a7612424e16929dda4eab8c59c0	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/reward_model.py	module	yes	yes	tracked	c20e39dc07b69bf8d4e9737a0fbbd1563a2d433be50408ebf875196ce38589d0	c20e39dc07b69bf8d4e9737a0fbbd1563a2d433be50408ebf875196ce38589d0	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/router_waypoint_env.py	module	yes	yes	tracked	5cb44e7a3fa28b5e35182bb88912e3fbeec924a87f3f9c080f6200c6913e8f6d	5cb44e7a3fa28b5e35182bb88912e3fbeec924a87f3f9c080f6200c6913e8f6d	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/schema.py	module	yes	yes	tracked	979ad5ff47f0b37fcf8eb0555f6b82502d5bb964d8b25370f80609ebd179768f	979ad5ff47f0b37fcf8eb0555f6b82502d5bb964d8b25370f80609ebd179768f	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/single_obstacle_env.py	module	yes	yes	tracked	254a52ee4587e9b5bfebeff66c2fc8741840820edee1a743a41f348adc86e353	254a52ee4587e9b5bfebeff66c2fc8741840820edee1a743a41f348adc86e353	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/split_branch_policy.py	module	yes	no	tracked	85244a82df645e303cc4edde4e89fd02b6b5b071017467a6a39e63cb93275e26	85244a82df645e303cc4edde4e89fd02b6b5b071017467a6a39e63cb93275e26	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/static_waypoint_env.py	module	yes	yes	tracked	be7a4161a4a2d1d052f787161178bf5e29fdf764c3a04151dc676566082058a2	be7a4161a4a2d1d052f787161178bf5e29fdf764c3a04151dc676566082058a2	no	no	lf	python module in 820M execution closure
flyff_farming_simulator/simulator/world_model.py	module	yes	yes	tracked	8fd8626766b375ada3a33ec820b988a531eacb09b686d3d2139f3657b2517c35	8fd8626766b375ada3a33ec820b988a531eacb09b686d3d2139f3657b2517c35	no	no	lf	python module in 820M execution closure
