rule	concept	path	detail	key	reason	moved_in_commit
R7c	SteeringAction	simulator/scratchpad/scratchpad_ppo_pure_navigation_v2.py	reexport_from=farming.actions:SteeringAction	R7c|SteeringAction|simulator/scratchpad/scratchpad_ppo_pure_navigation_v2.py|reexport_from=farming.actions:SteeringAction	2026-08-21 repository cleanup moved this scratchpad_*.py file from repository root into scratchpad/ (Section 14 of that cleanup's directive); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at the old bare-root path -- same pre-existing import, path translation only, not new coupling	SCRATCHPAD_REORG_20260821
R7c	select_persistent_waypoint	simulator/scratchpad/scratchpad_audit_selector_fallback.py	reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|simulator/scratchpad/scratchpad_audit_selector_fallback.py|reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	2026-08-21 repository cleanup moved this scratchpad_*.py file from repository root into scratchpad/ (Section 14 of that cleanup's directive); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at the old bare-root path -- same pre-existing import, path translation only, not new coupling	SCRATCHPAD_REORG_20260821
R7c	select_persistent_waypoint	simulator/scratchpad/scratchpad_diagnose_ltr_rtl_contrastive.py	reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|simulator/scratchpad/scratchpad_diagnose_ltr_rtl_contrastive.py|reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	2026-08-21 repository cleanup moved this scratchpad_*.py file from repository root into scratchpad/ (Section 14 of that cleanup's directive); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at the old bare-root path -- same pre-existing import, path translation only, not new coupling	SCRATCHPAD_REORG_20260821
R7c	select_persistent_waypoint	simulator/scratchpad/scratchpad_diagnose_two_wall_rtl_67_regression.py	reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|simulator/scratchpad/scratchpad_diagnose_two_wall_rtl_67_regression.py|reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	2026-08-21 repository cleanup moved this scratchpad_*.py file from repository root into scratchpad/ (Section 14 of that cleanup's directive); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at the old bare-root path -- same pre-existing import, path translation only, not new coupling	SCRATCHPAD_REORG_20260821
R7c	select_persistent_waypoint	simulator/scratchpad/scratchpad_general_router_episode.py	reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|simulator/scratchpad/scratchpad_general_router_episode.py|reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	2026-08-21 repository cleanup moved this scratchpad_*.py file from repository root into scratchpad/ (Section 14 of that cleanup's directive); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at the old bare-root path -- same pre-existing import, path translation only, not new coupling	SCRATCHPAD_REORG_20260821
R7c	select_persistent_waypoint	simulator/scratchpad/scratchpad_monster_approach_baseline_eval.py	reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|simulator/scratchpad/scratchpad_monster_approach_baseline_eval.py|reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	2026-08-21 repository cleanup moved this scratchpad_*.py file from repository root into scratchpad/ (Section 14 of that cleanup's directive); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at the old bare-root path -- same pre-existing import, path translation only, not new coupling	SCRATCHPAD_REORG_20260821
R7c	select_persistent_waypoint	simulator/scratchpad/scratchpad_promotion_equivalence_check.py	reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	R7c|select_persistent_waypoint|simulator/scratchpad/scratchpad_promotion_equivalence_check.py|reexport_from=simulator.kinodynamic_route_planner:select_persistent_waypoint	2026-08-21 repository cleanup moved this scratchpad_*.py file from repository root into scratchpad/ (Section 14 of that cleanup's directive); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at the old bare-root path -- same pre-existing import, path translation only, not new coupling	SCRATCHPAD_REORG_20260821
R7c	NativeFlyffMonsterProvider	bot/Bot.py	reexport_from=position:NativeFlyffMonsterProvider	R7c|NativeFlyffMonsterProvider|bot/Bot.py|reexport_from=position:NativeFlyffMonsterProvider	2026-08-21 repository cleanup moved this file from repository root into bot/ (Section 12 of that cleanup's directive: bot-product coherence review); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at its pre-Phase-7 path (foreground_vision_bot/...), correctly translated to the bare root-level path by phase7_move_paths() -- but that translation covers only the one static Phase-7 move, not this second relocation. Same pre-existing import, path translation only, not new coupling.	BOT_PACKAGE_REORG_20260821
R7c	NativeProcessService	bot/Bot.py	reexport_from=position:NativeProcessService	R7c|NativeProcessService|bot/Bot.py|reexport_from=position:NativeProcessService	2026-08-21 repository cleanup moved this file from repository root into bot/ (Section 12 of that cleanup's directive: bot-product coherence review); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at its pre-Phase-7 path (foreground_vision_bot/...), correctly translated to the bare root-level path by phase7_move_paths() -- but that translation covers only the one static Phase-7 move, not this second relocation. Same pre-existing import, path translation only, not new coupling.	BOT_PACKAGE_REORG_20260821
R7c	OBSERVATION_SCHEMA_ID	bot/recording_sink.py	reexport_from=farming.observation_contract:OBSERVATION_SCHEMA_ID	R7c|OBSERVATION_SCHEMA_ID|bot/recording_sink.py|reexport_from=farming.observation_contract:OBSERVATION_SCHEMA_ID	2026-08-21 repository cleanup moved this file from repository root into bot/ (Section 12 of that cleanup's directive: bot-product coherence review); this exact finding was already frozen in docs/migration/BASELINE_VIOLATIONS.json at its pre-Phase-7 path (foreground_vision_bot/...), correctly translated to the bare root-level path by phase7_move_paths() -- but that translation covers only the one static Phase-7 move, not this second relocation. Same pre-existing import, path translation only, not new coupling.	BOT_PACKAGE_REORG_20260821
