old_path	new_path	tracked_status	git_blob_before	sha256_before	size_before	classification	canonical_owner	phase7_action	later_phase_if_deferred	collision_status	notes
flyff_farming_recorder/calibration_holdout_validation.py	calibration_holdout_validation.py	tracked	5f812cd25901316fe0769625dc55410db755d0a6	6d2bd1979f3ef483d1d555c16765468cbdac051edcc5252c0d5f2ddb5e8c94c6	10441	development-tool	calibration_holdout_validation.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_holdout_validation_output.txt	calibration_holdout_validation_output.txt	tracked	8dd6fca4b64435b454584689a21f58906b1edd07	f53c1dac77e23cb0d7c128f685dc443133b3a16be09b11d390b42abee4df6960	2256	development-tool	calibration_holdout_validation_output.txt	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_local_frame_analysis.py	calibration_local_frame_analysis.py	tracked	65d16dc5c751d34171c3f50bf1d81d371cb65765	4533b4e8a75d0b799c8c53c8fe1be2909e31441905daa230fd4394af8c7a2d61	17745	development-tool	calibration_local_frame_analysis.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_local_frame_analysis_output.txt	calibration_local_frame_analysis_output.txt	tracked	755a2886a870fda2dbfff59ae3e3fc6e74e0d850	976fa4847e6bd19394eaaeb9f434408b433510a64d90cd6743ce457abfe5c07f	5460	development-tool	calibration_local_frame_analysis_output.txt	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_steering_analysis.py	calibration_steering_analysis.py	tracked	25e1ac53db9a506809b20c7d6ef89eaf9a26afeb	f3da8bb75805a320a3e0950e2d1e08ec744f698e1de0d2626553c635ee65e63a	8494	development-tool	calibration_steering_analysis.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_steering_analysis_output.txt	calibration_steering_analysis_output.txt	tracked	3cacf30d055e5ecf2c9b6fb606e8f0f9f009c9cd	0545395a14ee411000a218eb4004591e0289a8c307d92fb745712aba6e4dcfa6	3838	development-tool	calibration_steering_analysis_output.txt	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_steering_pulses.csv	calibration_steering_pulses.csv	tracked	ccfeac8cf8ecd3ce8967a64a867a13c567209caa	5c137f702326537abebfeb3105153fa2784861ec9e13eb60a6b8c5d9959353b2	19506	development-tool	calibration_steering_pulses.csv	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_tick_extraction.csv	calibration_tick_extraction.csv	tracked	65c6f68cb6e6a5188c5d9323ab6f3bc4210c07b1	769ef30576a334537bc2e8d5c9bf0ca79f44f6184b12dd5ee89d63ef19e60e44	41180	development-tool	calibration_tick_extraction.csv	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_tick_extraction.py	calibration_tick_extraction.py	tracked	bb90986c358c4185e4ab0f4db3a70a139893e6a8	9414dd5e2bc93cd7ad11719303189e8548b3cdc77404e974408fcea4eead3020	13454	development-tool	calibration_tick_extraction.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_tick_extraction_output.txt	calibration_tick_extraction_output.txt	tracked	e2ea9e2b84929de6da37ad0b115b99e0f6b7b204	5c6f719f85be8a6d487d4ca79f582e8371d07701be0601646c3acef2a2936f0e	5045	development-tool	calibration_tick_extraction_output.txt	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_tick_extraction_v2.csv	calibration_tick_extraction_v2.csv	tracked	5daeb5fe3034c64d72969db3bd48a7f6aee38ee5	23497fcbdcfa349f0dcfd013c9f5516ccec41f2eebf1a1d6538cdc012caad336	69481	development-tool	calibration_tick_extraction_v2.csv	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_tick_extraction_v2.py	calibration_tick_extraction_v2.py	tracked	cb9332c6d546b366b0220160551244465f17ffd9	cd9b18d3b123be9b7e1ef4c6f9b624e1712ac4fccf589393e42555b8fdc7bd82	21452	development-tool	calibration_tick_extraction_v2.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_tick_extraction_v2_output.txt	calibration_tick_extraction_v2_output.txt	tracked	9c44066dc348238068ade06e49a8dad262b0a52e	9a7357c6bbb99da2d3ad1391006457c3b22dd5894a23d15db93d0b8b1be8a3a2	4771	development-tool	calibration_tick_extraction_v2_output.txt	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/calibration_trials.csv	calibration_trials.csv	tracked	a9e17ff13c6a9bbe6aa37d33c47dc296b75fbf60	e656320a66a4bea8c212bb00472ecf30d93f13cf913b48e699a1dbb199d62c88	23121	development-tool	calibration_trials.csv	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/movement_calibration.csv	movement_calibration.csv	tracked	47f32e90fd10a063e97bf7aa422d0ff22e5c19fc	545d3871b49d4b6a903e3088eb26645cd5730e3b4e65266a33fcc0bc52456e24	998788	development-tool	movement_calibration.csv	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/movement_calibration_steering.csv	movement_calibration_steering.csv	tracked	ed96f765cc20a556aa077c062b1191767d34e5ce	1742ab3e7e592d29b2b8917f71573ff57b33bab6970637fff915c9adbe10ad12	553025	development-tool	movement_calibration_steering.csv	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/position/AggregateMonsterRootScan.py	flyff_farming_recorder/position/AggregateMonsterRootScan.py	tracked	63671bc021c705f1275feb5169fc2073bf10db9c	5e0689ff95af72ecbd838eff928faf5b0411ae348cd2d3337bc40ec71318506f	919	compatibility-shim	position/AggregateMonsterRootScan.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/AnchoredPointerDiscovery.py	flyff_farming_recorder/position/AnchoredPointerDiscovery.py	tracked	4e0954c1517198ba0c9519110a8043c4dbe46fb7	b9b9b3ecdde2aa3f5f2b879d9c105a40772d6d2cc8b59c8fd66569acda08725a	1232	compatibility-shim	position/AnchoredPointerDiscovery.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/AuthoritativeActorDiscovery.py	flyff_farming_recorder/position/AuthoritativeActorDiscovery.py	tracked	4a71c71b2b980eff82e3768117f502f0ffaa09d9	98093f8e143642c22d6e2e248cfd8e9fd2ed8a6276592152367f776f8d8b746d	1024	compatibility-shim	position/AuthoritativeActorDiscovery.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/AutonomousPointerSelection.py	flyff_farming_recorder/position/AutonomousPointerSelection.py	tracked	df4c6ddf4259fe4183544f4c02237ea202975918	a1fdb2b6fbdaf8a4b21a4d5b5c6b352788b5b9b4f21ad64758a757183c8f75a1	626	compatibility-shim	position/AutonomousPointerSelection.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/IndependentMonsterRediscovery.py	flyff_farming_recorder/position/IndependentMonsterRediscovery.py	tracked	174d94aac2c5c7063b6d57d6f89192512a1cf316	a21f6bff77bdef669c9502a9a0bc995c1b9703660e2f749367346333e2d1940c	547	compatibility-shim	position/IndependentMonsterRediscovery.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/IndependentNativeReader.py	flyff_farming_recorder/position/IndependentNativeReader.py	tracked	d3453b798bcb512390a90e5cc14b26243755af7a	c5fa289a7d03fa3c1474de083f054a17fbc1f3858d8d9ec6ea0dfc38f38ce0e7	1007	compatibility-shim	position/IndependentNativeReader.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/MonsterConfig.py	flyff_farming_recorder/position/MonsterConfig.py	tracked	3c5d333a2ab23e90f272ff28f678deb575d155ce	6fd6d84076143c798b3e2a6bf95120a09d620c940c21855785624d396bf504b4	406	compatibility-shim	position/MonsterConfig.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/NativeAccessTracer.py	flyff_farming_recorder/position/NativeAccessTracer.py	tracked	a100e530d6ac00e671b59e93d4cd4d85b0332c77	92a9a88fb6e4fe7396e46b86a15987e028ab874f335c69ed13fb022eb4883001	1900	compatibility-shim	position/NativeAccessTracer.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/NativeFlyffMonsterProvider.py	flyff_farming_recorder/position/NativeFlyffMonsterProvider.py	tracked	ceb5b7f034c5446451c0f67832eb82a40426bfef	497694126f2b29fa4c48e3afcbc50f4950315496e4013db8ce6a5a96651fe876	811	compatibility-shim	position/NativeFlyffMonsterProvider.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/NativeFlyffPositionProvider.py	flyff_farming_recorder/position/NativeFlyffPositionProvider.py	tracked	4450899856249f9a4f8dde90fda236dbb6ec0e52	af0fc7aad9908fd1e7260207663ade61b6556ed55ac0dbfc810ac2f6a976c932	628	compatibility-shim	position/NativeFlyffPositionProvider.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/NativePointerRecovery.py	flyff_farming_recorder/position/NativePointerRecovery.py	tracked	72b27e86ca936225884f91b161d7c7668eddb9de	5804c6850af84c7a2c826b38b82048f3829e311a8296de835e1be0e67b0b0a3a	2435	compatibility-shim	position/NativePointerRecovery.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/NativeTraceTargets.py	flyff_farming_recorder/position/NativeTraceTargets.py	tracked	6df7e792e7e4ed61b6e9adcfa904f0f3b74f274e	1624f32c44d46ac7fff6fbab4b0378651b48493e96ca3b16250fea201dc9764b	779	compatibility-shim	position/NativeTraceTargets.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/PointerScanWorkflow.py	flyff_farming_recorder/position/PointerScanWorkflow.py	tracked	8488850d2d2f51ed7d1a922c37bb2c9cb525edfa	0db5ca26f28eb002ff2076c2021052ce5b5eefb83d014ab41c8242f419672f0e	795	compatibility-shim	position/PointerScanWorkflow.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/PositionConfig.py	flyff_farming_recorder/position/PositionConfig.py	tracked	c43e5b4cea33200fb5223e5063c15a79ca80a10d	c5dbeca7740386a4e23aaeba0d8aa4202e736e77e7d31a08c28692f82169d074	493	compatibility-shim	position/PositionConfig.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/PositionProvider.py	flyff_farming_recorder/position/PositionProvider.py	tracked	8810f8a73b896769d39d6ef791d29d3331fb1c60	017b24d2562afbee2e3771c9c18cefdb15eccb90511532a403cd1804e54ef4a4	269	compatibility-shim	position/PositionProvider.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/RecoveredNativeProfile.py	flyff_farming_recorder/position/RecoveredNativeProfile.py	tracked	e0370b0128895909d3647397a860e3bc7af67ac8	d8e74a3f9caf8362d5cae3a5783677e111281465f8864b2237aad1855ac54eca	1017	compatibility-shim	position/RecoveredNativeProfile.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/Win32ProcessMemory.py	flyff_farming_recorder/position/Win32ProcessMemory.py	tracked	822a45668535f53bd36b72a1a7d9a28ea8de47f3	7d683a22c6b3be75c5c7375ea7c1c864bee91aba9456a3f460590759c3ec968f	826	compatibility-shim	position/Win32ProcessMemory.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/__init__.py	flyff_farming_recorder/position/__init__.py	tracked	a5a392ff3aeb0f5eda2bc3480c886988ae83c243	d771bc08a30964d922e79e4f18c5574c30b0796d5dbba55b110ffe80cf0a29ae	2343	compatibility-shim	position/__init__.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/attachment_factory.py	flyff_farming_recorder/position/attachment_factory.py	tracked	8325a27cbba26a9ca98b0444993a90aa11d5c991	0848128a50ba56fd96fe2907f4c96f7e3b05f19b97cda63bf1d15d98d1f70de6	580	compatibility-shim	position/attachment_factory.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/factory.py	flyff_farming_recorder/position/factory.py	tracked	c13624dd4967d82e37fe5ca41dcbd21feb47af1a	6cfc66befe7e0119826fb593247811643490f09a27b2d90432db8eb293181c6e	447	compatibility-shim	position/factory.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/monster_factory.py	flyff_farming_recorder/position/monster_factory.py	tracked	60726ae280ad79e7dad7d27a00cde5c812f50b82	ec805ff5d6b378d174821efd2d0d8758f400df10afb070d0513ccbf0d9a222bb	504	compatibility-shim	position/monster_factory.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/native_diagnostics.py	flyff_farming_recorder/position/native_diagnostics.py	tracked	4f8e32d74e1236257388aecdc47179d924121fe9	c2947555d2c36f842dd3a81eb4003d7c753aa4366dcf0ae5e82eb6f74cb77519	879	compatibility-shim	position/native_diagnostics.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/native_monsters.json	flyff_farming_recorder/position/native_monsters.json	tracked	83edd382eddf4b8c720dfcf7aea51e1691f40b36	2b0e58d642702da7c917ebad202a9e7281a27b4ba05de37c1178a3a58da40e4e	702	compatibility-shim	position/native_monsters.json	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/native_position.json	flyff_farming_recorder/position/native_position.json	tracked	68623a11327a540a764992ada8bd1b66bfd7d3b2	6f073278103a2ec04276767b59642a80c3f4328b2a353d2095f42cd8c2a73242	381	compatibility-shim	position/native_position.json	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/position/native_process_service.py	flyff_farming_recorder/position/native_process_service.py	tracked	158870717d9a37be1c200aca78f32376307322fa	ced029505fac4f6725d32017124d7d6c3442b987b7cb655910d822d684061cbc	1028	compatibility-shim	position/native_process_service.py	RETAIN-COMPAT	PHASE_12	retained-collision	Behavior-free B2 compatibility surface remains physically present; path magic is removed in P7-WIRE.
flyff_farming_recorder/recorder/__init__.py	recorder/__init__.py	tracked	951f762bfe762e4b993c24576af1121ebf94b666	cab41051d7e9dffaabed78f4eaf3a4c5fcd67373523e2c250c270c9d27726438	47	recorder-source	recorder/__init__.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/active_field_profiler.py	recorder/active_field_profiler.py	tracked	9e176f6f7238ef2beb0f20cb196b9930fd411ecd	5687fc88a389930c55001468e5ebe10fe6a629a9707070e2c4dcf2958e805b28	214	recorder-source	recorder/active_field_profiler.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/config.py	recorder/config.py	tracked	3b8670bc24142c55518407a047ea6475b18f775e	aa6dd33b605d9f5f57c7c66880d56c7843d8e099706f663943db73ab6630c346	7716	recorder-source	recorder/config.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/format.py	recorder/format.py	tracked	34cf969d450a7f4a045ac5bc297fd21ad74be1d3	fcbb80b9bff8d26149db9abb5476e959ee505638b4974215d49cbd258ca98e9b	2527	recorder-source	recorder/format.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/gui.py	recorder/gui.py	tracked	8a2e3165dfb7a9eddb8d94404d6d50c2f2b8cece	24ddf1de83c1f602da24ac44631580002dba2bbe06fef609a5b7d389f358ac7e	15488	recorder-source	recorder/gui.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/keyboard.py	recorder/keyboard.py	tracked	96bb98d88002d8eeaa64296d77ee9939be7cb13d	51713e01832e051ce7ea39dc1c2123a87c5739f215f62fc2c80766d9535a0d4d	3531	recorder-source	recorder/keyboard.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/lifecycle.py	recorder/lifecycle.py	tracked	3689049136cc6261cddd100f78fababac1d5d73d	67cdeb56488053f1f7fd6259f930eddb096f6a79278b18f0fb16739fd6eb74c2	5677	recorder-source	recorder/lifecycle.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/movement_classification.py	recorder/movement_classification.py	tracked	4dd202f188fe73a1f1a80dede73b45a407623b42	dff5ca5dcbe3e533a91f8ce5d880c548b93b8ba08d0334196747d11a82cdaec9	5809	recorder-source	recorder/movement_classification.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/native_capture.py	recorder/native_capture.py	tracked	069a54ed5a1e417fb3fb2effc2b38b5cf215ff6f	aca8656d42f1c06ae55c090168fdd5c46ea2739b6a7971796f7548daf85b34ca	12650	recorder-source	recorder/native_capture.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/session.py	recorder/session.py	tracked	05659cae9e18a7869f9f92c54bdec064cb9664df	802c7da27bbefc079f804051fd50f7aec243da7786eafb3523a805c97b4e453d	53475	recorder-source	recorder/session.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder/windows.py	recorder/windows.py	tracked	8a25414db9f24e9e85b7c45979d0eff614161717	ccd949058086d677ef734a7209d481f42b5142ffee7f06b7e703d74876a90938	1174	recorder-source	recorder/windows.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/recorder_config.json	recorder_config.json	tracked	136297d21364b268e401fcbcb13afdefa30fb528	953edb77da6361cbefbe6c6145b929756b5495eb09811d52aa95ee83bf99714b	1381	config	recorder_config.json	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/requirements-dev.txt	requirements-dev.txt	tracked	a19f9d3fef8c63853b90a2da15e92873fccf7fb8	fc19b597e3a3efcc403f960c9b7e62a279a313478e80c241424d83761dceeb32	49	recorder-source	requirements-dev.txt	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/requirements.txt	flyff_farming_recorder/requirements.txt	tracked	eabc332d1bbb9752c3ebb8f5b268c7efb55a6c7f	567d5315c918cd17e9b2d43e65f41f6dcdeb8e9da71ab7d881ce08c3743f9d9a	56	build/packaging	flyff_farming_recorder/requirements.txt	DEFER	PHASE_11	deferred-collision	Distinct build input collides at repository root; standalone live build ownership is Phase 11.
flyff_farming_recorder/tests/conftest.py	tests/conftest.py	tracked	b00ce6e36fccdf63286836dc4938ddba971ccd89	0032a4ba0a7d9e4664a175d3f605e5b4547308e46c3d4991f159dbd3bb43745e	1128	test	tests/conftest.py	MERGE		merge	Merged into the root test configuration during P7-WIRE; no test contract is retired.
flyff_farming_recorder/tests/test_dynamic_presence_recovery.py	tests/test_dynamic_presence_recovery.py	tracked	4b046270ae47f9636046d64e17947d677ddabfa8	5371b7f2593a46f41bf8a0b9697ec37b845e06702db9ad1feab2679c5f033f76	7068	test	tests/test_dynamic_presence_recovery.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/tests/test_position_policy_bridge.py	tests/test_position_policy_bridge.py	tracked	379df8306cfec39ffb6e27795efe212ef083613a	9711ee5fe39553647259ed3c0b7f09ae15ee979dba3279bf48e14ea83460a8c9	2114	test	tests/test_position_policy_bridge.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/tests/test_recorder_core.py	tests/test_recorder_core.py	tracked	3767f7bfcfaa953d2cbba0ecf2e38f6bb8ed293c	9c6c161d21ce69671ca791ed26896eea87dcb868a7cc7bd40ece75a0896cd1c9	28018	test	tests/test_recorder_core.py	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
flyff_farming_recorder/uninstall_recorder.ps1	uninstall_recorder.ps1	tracked	43049033ef66e3224d1f4bf999199026c60484d9	a2cbf4df3fdd23a7303f2900aa868be945bb8e4b7191fed74f9f703ad4f2f392	459	recorder-source	uninstall_recorder.ps1	MOVE		none	One-level Alternative-A root collapse; content must remain byte-identical.
