rule	concept	path	detail	key	reason	moved_in_commit
R7c	FrozenNavigationSteering	tests/test_basic_stage_frozen_navigation_integration.py	reexport_from=simulator.navigation_subpolicy:FrozenNavigationSteering	R7c|FrozenNavigationSteering|tests/test_basic_stage_frozen_navigation_integration.py|reexport_from=simulator.navigation_subpolicy:FrozenNavigationSteering	New/pre-existing legitimate consumer of the newly-registered 'FrozenNavigationSteering' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	FrozenNavigationSteering	tests/test_beginner_transition.py	reexport_from=simulator.navigation_subpolicy:FrozenNavigationSteering	R7c|FrozenNavigationSteering|tests/test_beginner_transition.py|reexport_from=simulator.navigation_subpolicy:FrozenNavigationSteering	New/pre-existing legitimate consumer of the newly-registered 'FrozenNavigationSteering' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	FrozenNavigationSteering	tests/test_farming_target_policy.py	reexport_from=simulator.navigation_subpolicy:FrozenNavigationSteering	R7c|FrozenNavigationSteering|tests/test_farming_target_policy.py|reexport_from=simulator.navigation_subpolicy:FrozenNavigationSteering	New/pre-existing legitimate consumer of the newly-registered 'FrozenNavigationSteering' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	FrozenNavigationSteering	tests/test_navigation_subpolicy.py	reexport_from=simulator.navigation_subpolicy:FrozenNavigationSteering	R7c|FrozenNavigationSteering|tests/test_navigation_subpolicy.py|reexport_from=simulator.navigation_subpolicy:FrozenNavigationSteering	New/pre-existing legitimate consumer of the newly-registered 'FrozenNavigationSteering' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	FrozenNavigationWrapper	tests/test_navigation_subpolicy.py	reexport_from=simulator.navigation_subpolicy:FrozenNavigationWrapper	R7c|FrozenNavigationWrapper|tests/test_navigation_subpolicy.py|reexport_from=simulator.navigation_subpolicy:FrozenNavigationWrapper	New/pre-existing legitimate consumer of the newly-registered 'FrozenNavigationWrapper' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	KEEP_CURRENT_TARGET_ACTION	simulator/scratchpad/scratchpad_learned_target_selection_smoke.py	reexport_from=simulator.farming_target_policy:KEEP_CURRENT_TARGET_ACTION	R7c|KEEP_CURRENT_TARGET_ACTION|simulator/scratchpad/scratchpad_learned_target_selection_smoke.py|reexport_from=simulator.farming_target_policy:KEEP_CURRENT_TARGET_ACTION	New/pre-existing legitimate consumer of the newly-registered 'KEEP_CURRENT_TARGET_ACTION' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	KEEP_CURRENT_TARGET_ACTION	tests/test_farming_target_policy.py	reexport_from=simulator.farming_target_policy:KEEP_CURRENT_TARGET_ACTION	R7c|KEEP_CURRENT_TARGET_ACTION|tests/test_farming_target_policy.py|reexport_from=simulator.farming_target_policy:KEEP_CURRENT_TARGET_ACTION	New/pre-existing legitimate consumer of the newly-registered 'KEEP_CURRENT_TARGET_ACTION' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	PersistentFarmingTarget	tests/test_farming_target_policy.py	reexport_from=simulator.farming_target_policy:PersistentFarmingTarget	R7c|PersistentFarmingTarget|tests/test_farming_target_policy.py|reexport_from=simulator.farming_target_policy:PersistentFarmingTarget	New/pre-existing legitimate consumer of the newly-registered 'PersistentFarmingTarget' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	SteeringDirection	tests/test_farming_target_policy.py	reexport_from=navigation.movement_kernel:SteeringDirection	R7c|SteeringDirection|tests/test_farming_target_policy.py|reexport_from=navigation.movement_kernel:SteeringDirection	New/pre-existing legitimate consumer of the newly-registered 'SteeringDirection' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	SteeringTickResult	simulator/farming_target_policy.py	reexport_from=.navigation_subpolicy:SteeringTickResult	R7c|SteeringTickResult|simulator/farming_target_policy.py|reexport_from=.navigation_subpolicy:SteeringTickResult	New/pre-existing legitimate consumer of the newly-registered 'SteeringTickResult' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	SteeringTickResult	tests/test_farming_target_policy.py	reexport_from=simulator.navigation_subpolicy:SteeringTickResult	R7c|SteeringTickResult|tests/test_farming_target_policy.py|reexport_from=simulator.navigation_subpolicy:SteeringTickResult	New/pre-existing legitimate consumer of the newly-registered 'SteeringTickResult' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	TARGET_ACTION_SIZE	tests/test_basic_stage_frozen_navigation_integration.py	reexport_from=simulator.farming_target_policy:TARGET_ACTION_SIZE	R7c|TARGET_ACTION_SIZE|tests/test_basic_stage_frozen_navigation_integration.py|reexport_from=simulator.farming_target_policy:TARGET_ACTION_SIZE	New/pre-existing legitimate consumer of the newly-registered 'TARGET_ACTION_SIZE' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	TARGET_ACTION_SIZE	tests/test_basic_training_pipeline.py	reexport_from=simulator.farming_target_policy:TARGET_ACTION_SIZE	R7c|TARGET_ACTION_SIZE|tests/test_basic_training_pipeline.py|reexport_from=simulator.farming_target_policy:TARGET_ACTION_SIZE	New/pre-existing legitimate consumer of the newly-registered 'TARGET_ACTION_SIZE' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	TARGET_ACTION_SIZE	tests/test_beginner_transition.py	reexport_from=simulator.farming_target_policy:TARGET_ACTION_SIZE	R7c|TARGET_ACTION_SIZE|tests/test_beginner_transition.py|reexport_from=simulator.farming_target_policy:TARGET_ACTION_SIZE	New/pre-existing legitimate consumer of the newly-registered 'TARGET_ACTION_SIZE' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	TARGET_ACTION_SIZE	tests/test_farming_target_policy.py	reexport_from=simulator.farming_target_policy:TARGET_ACTION_SIZE	R7c|TARGET_ACTION_SIZE|tests/test_farming_target_policy.py|reexport_from=simulator.farming_target_policy:TARGET_ACTION_SIZE	New/pre-existing legitimate consumer of the newly-registered 'TARGET_ACTION_SIZE' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	resolve_target_slot_action	tests/test_farming_target_policy.py	reexport_from=simulator.farming_target_policy:resolve_target_slot_action	R7c|resolve_target_slot_action|tests/test_farming_target_policy.py|reexport_from=simulator.farming_target_policy:resolve_target_slot_action	New/pre-existing legitimate consumer of the newly-registered 'resolve_target_slot_action' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	verify_frozen_navigation_checkpoint	simulator/scratchpad/scratchpad_learned_target_selection_smoke.py	reexport_from=simulator.navigation_subpolicy:verify_frozen_navigation_checkpoint	R7c|verify_frozen_navigation_checkpoint|simulator/scratchpad/scratchpad_learned_target_selection_smoke.py|reexport_from=simulator.navigation_subpolicy:verify_frozen_navigation_checkpoint	New/pre-existing legitimate consumer of the newly-registered 'verify_frozen_navigation_checkpoint' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	verify_frozen_navigation_checkpoint	tests/test_intermediate_advanced_event_only_continuation.py	reexport_from=simulator.navigation_subpolicy:verify_frozen_navigation_checkpoint	R7c|verify_frozen_navigation_checkpoint|tests/test_intermediate_advanced_event_only_continuation.py|reexport_from=simulator.navigation_subpolicy:verify_frozen_navigation_checkpoint	New/pre-existing legitimate consumer of the newly-registered 'verify_frozen_navigation_checkpoint' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	verify_frozen_navigation_checkpoint	tests/test_navigation_subpolicy.py	reexport_from=simulator.navigation_subpolicy:verify_frozen_navigation_checkpoint	R7c|verify_frozen_navigation_checkpoint|tests/test_navigation_subpolicy.py|reexport_from=simulator.navigation_subpolicy:verify_frozen_navigation_checkpoint	New/pre-existing legitimate consumer of the newly-registered 'verify_frozen_navigation_checkpoint' symbol (simulator/farming_target_policy.py or simulator/navigation_subpolicy.py canonical ownership registration, pre-merge blocker remediation, 2026-08-23) -- registering these two already-existing files in CANONICAL_OWNERS.toml made the tool track their symbols for the first time, surfacing already-existing import edges, not new architectural coupling.	PREMERGE_REMEDIATION_20260823
R7c	FROZEN_NAVIGATION_CHECKPOINT_PATH	tests/test_basic_checkpoint_provenance.py	reexport_from=simulator.navigation_subpolicy:FROZEN_NAVIGATION_CHECKPOINT_PATH	R7c|FROZEN_NAVIGATION_CHECKPOINT_PATH|tests/test_basic_checkpoint_provenance.py|reexport_from=simulator.navigation_subpolicy:FROZEN_NAVIGATION_CHECKPOINT_PATH	New test file (pre-merge blocker remediation, 2026-08-23) proving the REAL Basic checkpoint save call sites record correct provenance -- asserts the manifest's navigation_checkpoint_path against this already-canonical symbol, same pre-existing symbol as other test consumers registered above.	PREMERGE_REMEDIATION_20260823
R7c	FROZEN_NAVIGATION_CHECKPOINT_SHA256	tests/test_basic_checkpoint_provenance.py	reexport_from=simulator.navigation_subpolicy:FROZEN_NAVIGATION_CHECKPOINT_SHA256	R7c|FROZEN_NAVIGATION_CHECKPOINT_SHA256|tests/test_basic_checkpoint_provenance.py|reexport_from=simulator.navigation_subpolicy:FROZEN_NAVIGATION_CHECKPOINT_SHA256	New test file (pre-merge blocker remediation, 2026-08-23) proving the REAL Basic checkpoint save call sites record correct provenance -- asserts the manifest's navigation_checkpoint_sha256 against this already-canonical symbol, same pre-existing symbol as other test consumers registered above.	PREMERGE_REMEDIATION_20260823
R7c	FROZEN_NAVIGATION_CHECKPOINT_SHA256	tests/test_curriculum_resume_identity.py	reexport_from=simulator.navigation_subpolicy:FROZEN_NAVIGATION_CHECKPOINT_SHA256	R7c|FROZEN_NAVIGATION_CHECKPOINT_SHA256|tests/test_curriculum_resume_identity.py|reexport_from=simulator.navigation_subpolicy:FROZEN_NAVIGATION_CHECKPOINT_SHA256	New test file (pre-merge blocker remediation, 2026-08-23) for simulator/curriculum_resume_identity.py -- asserts the current-generation identity's navigation_checkpoint_sha256 field against the real frozen checkpoint's own canonical constant, same pre-existing symbol as other test consumers registered above.	PREMERGE_REMEDIATION_20260823
R7c	FarmingEvent	tests/test_basic_checkpoint_provenance.py	reexport_from=farming.actions:FarmingEvent	R7c|FarmingEvent|tests/test_basic_checkpoint_provenance.py|reexport_from=farming.actions:FarmingEvent	New test file (pre-merge blocker remediation, 2026-08-23) -- uses FarmingEvent (already covered for other consumers in POST_TARGET_SELECTION_R7C_SUPPLEMENT.tsv) to compute the expected action-contract string in the provenance manifest assertion, same pre-existing canonical symbol.	PREMERGE_REMEDIATION_20260823
R7c	farming_policy_architecture_contract	tests/test_basic_checkpoint_provenance.py	reexport_from=simulator.navigation_subpolicy:farming_policy_architecture_contract	R7c|farming_policy_architecture_contract|tests/test_basic_checkpoint_provenance.py|reexport_from=simulator.navigation_subpolicy:farming_policy_architecture_contract	New test file (pre-merge blocker remediation, 2026-08-23) -- exercises the REAL Basic save call shape by passing farming_policy_architecture_contract() as save_checkpoint_with_provenance's architecture_contract=, exactly like the real RUN_CANONICAL_BASIC.py call sites now do; same pre-existing canonical symbol, new legitimate consumer.	PREMERGE_REMEDIATION_20260823
