path	category	referenced_by	action
flyff_farming_simulator/evaluations/canonical_advanced_ppo_060k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_060k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_070k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_070k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_080k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_080k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_090k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_090k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_100k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_100k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_110k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_110k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_120k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_120k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_130k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_130k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_140k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_140k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_150k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_150k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_160k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_160k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_170k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_170k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_180k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_180k_post_rehearsal_heldout.zip	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_180k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_190k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_190k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_200k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_200k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_210k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_210k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_220k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_ppo_220k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_advanced_run_summary.json	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_ADVANCED.py	commit
flyff_farming_simulator/evaluations/canonical_advanced_zero_shot_diagnostic.json	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_ADVANCED.py	commit
flyff_farming_simulator/evaluations/canonical_basic_bootstrap_dataset.npz	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_ADVANCED.py;flyff_farming_simulator/RUN_CANONICAL_BASIC.py;flyff_farming_simulator/RUN_CANONICAL_BEGINNER.py;flyff_farming_simulator/RUN_CANONICAL_INTERMEDIATE.py	commit
flyff_farming_simulator/evaluations/canonical_basic_collision_event_audit.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_dagger_round001.npz	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_dagger_round002.npz	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_dagger_round003.npz	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_dagger_round004.npz	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_dagger_round005.npz	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_dagger_round006.npz	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_graduation_report.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_human_demos.npz	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_BASIC.py	commit
flyff_farming_simulator/evaluations/canonical_basic_milestone_001_raw_diagnostic.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_001_report.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_002_raw_diagnostic.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_002_report.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_003_raw_diagnostic.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_003_report.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_004_raw_diagnostic.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_004_report.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_005_raw_diagnostic.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_005_report.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_006_raw_diagnostic.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_milestone_006_report.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/canonical_basic_run_summary.json	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_BASIC.py	commit
flyff_farming_simulator/evaluations/canonical_basic_teacher_dataset.npz	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_BASIC.py	commit
flyff_farming_simulator/evaluations/canonical_beginner_collision_event_audit.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_beginner_run_summary.json	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_BEGINNER.py	commit
flyff_farming_simulator/evaluations/canonical_beginner_zero_shot_diagnostic.json	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_BEGINNER.py	commit
flyff_farming_simulator/evaluations/canonical_intermediate_collision_event_audit.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_intermediate_ppo_010k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_intermediate_ppo_010k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_intermediate_ppo_020k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_intermediate_ppo_020k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_intermediate_run_summary.json	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_INTERMEDIATE.py	commit
flyff_farming_simulator/evaluations/canonical_intermediate_unseen_templates_report.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/canonical_intermediate_zero_shot_diagnostic.json	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_INTERMEDIATE.py	commit
flyff_farming_simulator/evaluations/canonical_ppo_010k_post_rehearsal_challenge.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_010k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_010k_post_rehearsal_unseen.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_010k_pre_rehearsal_challenge.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_010k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_010k_pre_rehearsal_unseen.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_020k_post_rehearsal_challenge.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_020k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_020k_post_rehearsal_unseen.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_020k_pre_rehearsal_challenge.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_020k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_020k_pre_rehearsal_unseen.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_030k_post_rehearsal_challenge.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_030k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_030k_post_rehearsal_unseen.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_030k_pre_rehearsal_challenge.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_030k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_030k_pre_rehearsal_unseen.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_040k_post_rehearsal_challenge.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_040k_post_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_040k_post_rehearsal_unseen.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_040k_pre_rehearsal_challenge.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_040k_pre_rehearsal_heldout.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/canonical_ppo_040k_pre_rehearsal_unseen.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/checkpoint_selection_result.json	scientific_reference	flyff_farming_simulator/run_logs/OVERNIGHT_20260814_ROUTER_MIXED_TRAINING.md;flyff_farming_simulator/scratchpad_beginner_navigation_mix_checkpoint_selection.py	commit
flyff_farming_simulator/evaluations/coarse_route_proof_of_mechanism.json	scientific_reference	flyff_farming_simulator/scratchpad_coarse_route_proof_of_mechanism.py;flyff_farming_simulator/scratchpad_coarse_route_rollout_verification.py	commit
flyff_farming_simulator/evaluations/coarse_route_proof_of_mechanism_v2.json	scientific_reference	flyff_farming_simulator/run_logs/archive/OVERNIGHT_20260809_PIPELINE.md;flyff_farming_simulator/scratchpad_coarse_route_proof_of_mechanism_v2.py	commit
flyff_farming_simulator/evaluations/coarse_route_rollout_verification.json	scientific_reference	flyff_farming_simulator/scratchpad_coarse_route_rollout_verification.py	commit
flyff_farming_simulator/evaluations/combined_remaining_failure_classification.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/diagnose_two_wall_rtl_67_regression_console_postpatch.log	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/final_confirmation_eval.json	frozen_result	strict_filename_family_matches_tracked_final_confirmation_or_qualification_results	commit
flyff_farming_simulator/evaluations/general_router_bridge_check.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/general_router_bridge_check_corrected_previous_steering.json	scientific_reference	flyff_farming_simulator/scratchpad_router_v2_guarded_development_validation.py;flyff_farming_simulator/scratchpad_router_v2_recompute_gate_from_artifact.py	commit
flyff_farming_simulator/evaluations/general_router_bridge_check_postpatch.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/general_router_bridge_check_pre_fix_previous_steering_bug.json	redundant	exact_sha256_duplicate_of:flyff_farming_simulator/evaluations/general_router_bridge_check.json	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_both_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_both_seed1_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_both_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_both_seed3_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_both_seed5_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_both_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_calibrated_arc_confirmation_eval.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_calibrated_arc_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_calibrated_arc_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_calibrated_arc_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_combined_discount_consistent_progress_seed4_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_combined_discount_consistent_progress_seed6_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_combined_discount_consistent_progress_seed7_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_living_cost_only_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_living_cost_only_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_living_cost_only_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_router_mix_seed100_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_router_mix_seed102_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_router_mix_seed108_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_timeout_failure_only_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_timeout_failure_only_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/generalized_waypoint_timeout_failure_only_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/goal_stable_plateau_diagnosis.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/hysteresis_regression_diagnosis.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/manifests/advanced_challenge.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/manifests/advanced_unseen_profiles.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/manifests/intermediate_unseen_templates.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/matched_eval_target_hysteresis.json	scientific_reference	flyff_farming_simulator/run_logs/archive/OVERNIGHT_20260809_PIPELINE.md;flyff_farming_simulator/scratchpad_matched_eval_target_hysteresis.py	commit
flyff_farming_simulator/evaluations/open_waypoint_confirmation_failure_diagnosis.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/oracle_contact_diagnosis.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/oracle_fresh_confirmation_onset_diagnosis.json	scientific_reference	flyff_farming_simulator/run_logs/archive/OVERNIGHT_20260809_PIPELINE.md;flyff_farming_simulator/scratchpad_coarse_route_proof_of_mechanism.py;flyff_farming_simulator/scratchpad_diagnose_fresh_confirmation_onsets.py	commit
